announcement_id,status,section,filename,ext,atch_url,size,path,error
PBLN_000000000047214,ok,첨부파일,[경남] 2019년 3차 로봇핵심기술 상품화 지원사업 수혜기업 모집 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000420234&fileSn=0,69632,list\PBLN_000000000047214\[경남] 2019년 3차 로봇핵심기술 상품화 지원사업 수혜기업 모집 공고.hwp,
PBLN_000000000046477,ok,첨부파일,[제주] 서귀포시 2019년 예비마을기업 육성사업 3차 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000412213&fileSn=0,36865,list\PBLN_000000000046477\[제주] 서귀포시 2019년 예비마을기업 육성사업 3차 공고.hwp,
PBLN_000000000044340,ok,첨부파일,[대전] 2019년 영상콘텐츠 제작 지원사업 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000389001&fileSn=0,31232,list\PBLN_000000000044340\[대전] 2019년 영상콘텐츠 제작 지원사업 공고.hwp,
PBLN_000000000046895,ok,첨부파일,2019년 한국임업진흥원 유망기업(K-Wood 기업) 모집 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000416814&fileSn=0,24576,list\PBLN_000000000046895\2019년 한국임업진흥원 유망기업(K-Wood 기업) 모집 공고.hwp,
PBLN_000000000044660,ok,첨부파일,[대구] 2019년 사회적경제기업 협업화 지원사업 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000392444&fileSn=0,98304,list\PBLN_000000000044660\[대구] 2019년 사회적경제기업 협업화 지원사업 공고.hwp,
PBLN_000000000044186,ok,첨부파일,2019년 Pre-스타기업 선정계획 공고(공고문).hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000386931&fileSn=0,74240,list\PBLN_000000000044186\2019년 Pre-스타기업 선정계획 공고(공고문).hwp,
PBLN_000000000040011,ok,첨부파일,2018년 1차 세라믹산업 생태계조성사업 지원계획 공고문.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000341455&fileSn=0,44032,list\PBLN_000000000040011\2018년 1차 세라믹산업 생태계조성사업 지원계획 공고문.hwp,
PBLN_000000000045404,ok,첨부파일,2019년 화장품산업 경쟁력 강화사업(제품개발지원) 사업 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000400212&fileSn=0,81920,list\PBLN_000000000045404\2019년 화장품산업 경쟁력 강화사업(제품개발지원) 사업 공고.hwp,
PBLN_000000000045396,ok,첨부파일,[부산] 2019년 예비마을기업 모집 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000400195&fileSn=0,295424,list\PBLN_000000000045396\[부산] 2019년 예비마을기업 모집 공고.hwp,
PBLN_000000000042352,no_doc,,,,,0,,
PBLN_000000000046271,ok,첨부파일,2019년 3차 전기차 충전서비스산업육성 사업 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000409944&fileSn=0,32768,list\PBLN_000000000046271\2019년 3차 전기차 충전서비스산업육성 사업 공고.hwp,
PBLN_000000000047379,ok,첨부파일,[전북] 정읍시 2019년 나들가게 육성 선도지역 지원사업 참가업체 추가모집 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000421958&fileSn=0,28160,list\PBLN_000000000047379\[전북] 정읍시 2019년 나들가게 육성 선도지역 지원사업 참가업체 추가모집 공고.hwp,
PBLN_000000000042593,ok,첨부파일,2019년 지역특화관광스토리프로젝트 지원사업 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000367421&fileSn=0,29696,list\PBLN_000000000042593\2019년 지역특화관광스토리프로젝트 지원사업 공고.hwp,
PBLN_000000000040246,ok,첨부파일,방산 중소ㆍ중견기업 통합보안장비 임차료 지원사업 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000343793&fileSn=0,32768,list\PBLN_000000000040246\방산 중소ㆍ중견기업 통합보안장비 임차료 지원사업 공고.hwp,
PBLN_000000000047324,ok,첨부파일,소규모 사업장 방지시설 설치 지원사업 참여업체 공고문 및 신청서.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000421218&fileSn=0,36352,list\PBLN_000000000047324\소규모 사업장 방지시설 설치 지원사업 참여업체 공고문 및 신청서.hwp,
PBLN_000000000046772,ok,첨부파일,기업-크리에이터 연계 브랜디드 콘텐츠 제작지원 사업 기업모집 공고문.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000415331&fileSn=0,38400,list\PBLN_000000000046772\기업-크리에이터 연계 브랜디드 콘텐츠 제작지원 사업 기업모집 공고문.hwp,
PBLN_000000000042777,ok,첨부파일,[경기] 2019년 경기테크노파크 컨택센터 운영사업(애로맞춤자문) 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000369692&fileSn=0,1506304,list\PBLN_000000000042777\[경기] 2019년 경기테크노파크 컨택센터 운영사업(애로맞춤자문) 공고.hwp,
PBLN_000000000046024,ok,첨부파일,19년 우수숙박시설 지원·육성 사업 사업자 공고문 및 신청서.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000407114&fileSn=0,32768,list\PBLN_000000000046024\19년 우수숙박시설 지원·육성 사업 사업자 공고문 및 신청서.hwp,
PBLN_000000000046530,ok,첨부파일,신청서.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000412638&fileSn=1,62976,list\PBLN_000000000046530\신청서.hwp,
PBLN_000000000045358,ok,첨부파일,[경기] 제조ㆍ캐릭터 비즈매칭 데이 참가기업 모집 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000399791&fileSn=0,19968,list\PBLN_000000000045358\[경기] 제조ㆍ캐릭터 비즈매칭 데이 참가기업 모집 공고.hwp,
PBLN_000000000044401,ok,첨부파일,[경기] 안양시 2019년 소상공인 경영환경개선사업 모집 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000389370&fileSn=0,46592,list\PBLN_000000000044401\[경기] 안양시 2019년 소상공인 경영환경개선사업 모집 공고.hwp,
PBLN_000000000047767,ok,첨부파일,2019년 7차 에너지경영시스템 인프라 구축 지원사업 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000426134&fileSn=0,49664,list\PBLN_000000000047767\2019년 7차 에너지경영시스템 인프라 구축 지원사업 공고.hwp,
PBLN_000000000042476,ok,첨부파일,2019 스마트콘텐츠 제작지원사업 공고문.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000365870&fileSn=0,28672,list\PBLN_000000000042476\2019 스마트콘텐츠 제작지원사업 공고문.hwp,
PBLN_000000000044492,ok,첨부파일,마을기업 세무회계 방문교육컨설팅 공고문 및 신청서.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000390335&fileSn=0,49152,list\PBLN_000000000044492\마을기업 세무회계 방문교육컨설팅 공고문 및 신청서.hwp,
PBLN_000000000045391,ok,첨부파일,[강원] 사회적경제기업 사업개발비 지원사업(2019년 3차 (예비)사회적기업 재정지원사업 계획 공고).hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000400141&fileSn=0,119296,list\PBLN_000000000045391\[강원] 사회적경제기업 사업개발비 지원사업(2019년 3차 (예비)사회적기업 재정지원사업 계획 공고).hwp,
PBLN_000000000042834,ok,첨부파일,"[인천] 2019년 우수기업(유망중소기업, 재선정 포함) 선정 공고.hwp",hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000370395&fileSn=0,32768,"list\PBLN_000000000042834\[인천] 2019년 우수기업(유망중소기업, 재선정 포함) 선정 공고.hwp",
PBLN_000000000048223,ok,첨부파일,2020년 3차 전통시장 및 상점가 활성화 지원사업 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000432724&fileSn=0,98304,list\PBLN_000000000048223\2020년 3차 전통시장 및 상점가 활성화 지원사업 공고.hwp,
PBLN_000000000044001,ok,첨부파일,[광주] 서구 2019년 나들가게 육성 선도지역 지원사업 참여 점포 모집공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000384514&fileSn=0,36352,list\PBLN_000000000044001\[광주] 서구 2019년 나들가게 육성 선도지역 지원사업 참여 점포 모집공고.hwp,
PBLN_000000000046971,ok,첨부파일,[강원] 춘천시 2019년 식품개발 연구 및 상품화 지원사업 과제선정계획 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000417507&fileSn=0,49152,list\PBLN_000000000046971\[강원] 춘천시 2019년 식품개발 연구 및 상품화 지원사업 과제선정계획 공고.hwp,
PBLN_000000000046577,ok,첨부파일,2020년 식품소재 및 반가공산업육성 사업자 선정계획 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000413345&fileSn=0,245760,list\PBLN_000000000046577\2020년 식품소재 및 반가공산업육성 사업자 선정계획 공고.hwp,
PBLN_000000000047189,ok,첨부파일,2019년 하반기 경기형 예비사회적기업 지정계획 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000420178&fileSn=0,114688,list\PBLN_000000000047189\2019년 하반기 경기형 예비사회적기업 지정계획 공고.hwp,
PBLN_000000000045875,ok,첨부파일,신청서.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000405469&fileSn=1,28160,list\PBLN_000000000045875\신청서.hwp,
PBLN_000000000046342,ok,첨부파일,신청서 서식.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000410665&fileSn=0,17920,list\PBLN_000000000046342\신청서 서식.hwp,
PBLN_000000000042094,ok,첨부파일,[울산] 2019년 지식서비스 강소기업 모집 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000362086&fileSn=0,24064,list\PBLN_000000000042094\[울산] 2019년 지식서비스 강소기업 모집 공고.hwp,
PBLN_000000000046952,ok,첨부파일,2019년 소규모 사업장 대기오염 방지시설 설치 지원사업 공고문 및 신청서.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000417468&fileSn=0,72192,list\PBLN_000000000046952\2019년 소규모 사업장 대기오염 방지시설 설치 지원사업 공고문 및 신청서.hwp,
PBLN_000000000041650,ok,첨부파일,과제신청서.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000357417&fileSn=1,66048,list\PBLN_000000000041650\과제신청서.hwp,
PBLN_000000000045671,ok,첨부파일,2019년 2차 장애인기업 국내ㆍ외 지식재산권 출원지원사업 모집 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000403088&fileSn=0,295936,list\PBLN_000000000045671\2019년 2차 장애인기업 국내ㆍ외 지식재산권 출원지원사업 모집 공고.hwp,
PBLN_000000000046493,ok,첨부파일,[대전] 2019년 Game Start Lab 지원사업 참가기업 모집 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000412276&fileSn=0,116224,list\PBLN_000000000046493\[대전] 2019년 Game Start Lab 지원사업 참가기업 모집 공고.hwp,
PBLN_000000000043015,ok,첨부파일,사업신청서 등_IP사업화지원_0417.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000372659&fileSn=0,26112,list\PBLN_000000000043015\사업신청서 등_IP사업화지원_0417.hwp,
PBLN_000000000042830,ok,첨부파일,2019년 통일형 예비사회적기업 지정계획 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000370296&fileSn=0,65536,list\PBLN_000000000042830\2019년 통일형 예비사회적기업 지정계획 공고.hwp,
PBLN_000000000044178,no_doc,,,,,0,,
PBLN_000000000042060,ok,첨부파일,[광주] 2019년 Hipster 프로젝트제작 지원사업 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000361774&fileSn=0,105984,list\PBLN_000000000042060\[광주] 2019년 Hipster 프로젝트제작 지원사업 공고.hwp,
PBLN_000000000044448,no_doc,,,,,0,,
PBLN_000000000043707,ok,첨부파일,[강원] 2019년 2차 (예비)사회적기업 재정지원사업 계획 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000381424&fileSn=0,353280,list\PBLN_000000000043707\[강원] 2019년 2차 (예비)사회적기업 재정지원사업 계획 공고.hwp,
PBLN_000000000041261,ok,첨부파일,[광주] 2019년 지역특화 콘텐츠개발 지원사업 신규과제 발굴 참여기업 모집 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000353374&fileSn=0,26112,list\PBLN_000000000041261\[광주] 2019년 지역특화 콘텐츠개발 지원사업 신규과제 발굴 참여기업 모집 공고.hwp,
PBLN_000000000045160,ok,첨부파일,[대구] 2019년 1인 미디어 콘텐츠 창작자 발굴 및 육성 제작지원 사업 공고(대구영상미디어센터 운영사업).hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000397831&fileSn=0,58880,list\PBLN_000000000045160\[대구] 2019년 1인 미디어 콘텐츠 창작자 발굴 및 육성 제작지원 사업 공고(대구영상미디어센터 운영사업).hwp,
PBLN_000000000044325,ok,첨부파일,제출서류양식.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000388591&fileSn=1,51712,list\PBLN_000000000044325\제출서류양식.hwp,
PBLN_000000000044704,ok,첨부파일,[신청서] 일·생활 균형 기업 맞춤형 컨설팅.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000392512&fileSn=1,148992,list\PBLN_000000000044704\[신청서] 일·생활 균형 기업 맞춤형 컨설팅.hwp,
PBLN_000000000044125,ok,첨부파일,2019년 전통시장 및 상점가 활성화 지원사업 추가모집 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000386258&fileSn=0,184832,list\PBLN_000000000044125\2019년 전통시장 및 상점가 활성화 지원사업 추가모집 공고.hwp,
PBLN_000000000048105,ok,첨부파일,2019년_강원지역 주력산업 비R&D 수혜기업 모집 공고문.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000430437&fileSn=1,32768,list\PBLN_000000000048105\2019년_강원지역 주력산업 비R&D 수혜기업 모집 공고문.hwp,
PBLN_000000000046279,ok,첨부파일,지원서.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000410201&fileSn=1,23040,list\PBLN_000000000046279\지원서.hwp,
PBLN_000000000046892,ok,첨부파일,1인 창조기업 지원센터 참여기업 모집 공고문.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000416760&fileSn=0,21504,list\PBLN_000000000046892\1인 창조기업 지원센터 참여기업 모집 공고문.hwp,
PBLN_000000000040883,ok,첨부파일,마을기업 디자인 개선제작지원 공고문.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000349930&fileSn=0,57344,list\PBLN_000000000040883\마을기업 디자인 개선제작지원 공고문.hwp,
PBLN_000000000042570,ok,첨부파일,[서울] 2019년 현장체험(멘토링) 지원사업 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000366930&fileSn=0,17408,list\PBLN_000000000042570\[서울] 2019년 현장체험(멘토링) 지원사업 공고.hwp,
PBLN_000000000043941,ok,첨부파일,[대구] 2019년 저녹스버너 설치 지원사업 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000383987&fileSn=0,35840,list\PBLN_000000000043941\[대구] 2019년 저녹스버너 설치 지원사업 공고.hwp,
PBLN_000000000045518,ok,첨부파일,기술자문 지원 신청서.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000401407&fileSn=1,14848,list\PBLN_000000000045518\기술자문 지원 신청서.hwp,
PBLN_000000000047639,ok,첨부파일,정보보호 기업 원스톱 멘토링 운영 안내.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000424672&fileSn=0,2277376,list\PBLN_000000000047639\정보보호 기업 원스톱 멘토링 운영 안내.hwp,
PBLN_000000000044762,ok,첨부파일,신청서식.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000392985&fileSn=1,74240,list\PBLN_000000000044762\신청서식.hwp,
PBLN_000000000047720,no_doc,,,,,0,,
PBLN_000000000044647,ok,첨부파일,[경북] 2019년 3D프린팅 경북센터 맞춤형 제품화 지원사업 수요기업 모집 재공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000391924&fileSn=1,34906,list\PBLN_000000000044647\[경북] 2019년 3D프린팅 경북센터 맞춤형 제품화 지원사업 수요기업 모집 재공고.hwp,
PBLN_000000000042225,ok,첨부파일,2019년 소상공인 경영환경개선사업 공고문.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000363476&fileSn=0,49152,list\PBLN_000000000042225\2019년 소상공인 경영환경개선사업 공고문.hwp,
PBLN_000000000041216,ok,첨부파일,2019년 경북타포린산업 육성 및 경쟁력 강화사업 참가업체 모집 공고문.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000353274&fileSn=0,46080,list\PBLN_000000000041216\2019년 경북타포린산업 육성 및 경쟁력 강화사업 참가업체 모집 공고문.hwp,
PBLN_000000000046516,ok,첨부파일,신청서.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000412631&fileSn=1,28672,list\PBLN_000000000046516\신청서.hwp,
PBLN_000000000043555,ok,첨부파일,2019년 맞춤형 기업 현장 컨설팅 지원 공고문.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000379099&fileSn=0,147456,list\PBLN_000000000043555\2019년 맞춤형 기업 현장 컨설팅 지원 공고문.hwp,
PBLN_000000000043596,ok,첨부파일,[인천] 2019년 인천광역시 8대 전략산업(로봇산업) 디자인개발지원 분야 과제 모집 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000379941&fileSn=0,32768,list\PBLN_000000000043596\[인천] 2019년 인천광역시 8대 전략산업(로봇산업) 디자인개발지원 분야 과제 모집 공고.hwp,
PBLN_000000000041796,ok,첨부파일,[광주] 북구 4차 산업 융합 미니클러스터 회원사 모집 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000359033&fileSn=0,19456,list\PBLN_000000000041796\[광주] 북구 4차 산업 융합 미니클러스터 회원사 모집 공고.hwp,
PBLN_000000000045371,ok,첨부파일,브랜딩 패키지 포장재 제작 지원사업 공고문 및 신청서.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000399897&fileSn=0,2555904,list\PBLN_000000000045371\브랜딩 패키지 포장재 제작 지원사업 공고문 및 신청서.hwp,
PBLN_000000000043312,ok,첨부파일,[제주] 2019년 상반기 착한가격업소 선정 모집 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000376385&fileSn=0,33793,list\PBLN_000000000043312\[제주] 2019년 상반기 착한가격업소 선정 모집 공고.hwp,
PBLN_000000000042332,ok,첨부파일,신청양식.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000364735&fileSn=1,34304,list\PBLN_000000000042332\신청양식.hwp,
PBLN_000000000047493,ok,첨부파일,신청서.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000423101&fileSn=1,20992,list\PBLN_000000000047493\신청서.hwp,
PBLN_000000000041542,ok,첨부파일,2019년 배출권거래제 참여업체 온실가스 감축설비 지원사업 공고.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000356289&fileSn=0,32768,list\PBLN_000000000041542\2019년 배출권거래제 참여업체 온실가스 감축설비 지원사업 공고.hwp,
PBLN_000000000042058,ok,첨부파일,2019년 사업화종합지원사업 참가업체 모집 공고문.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000361718&fileSn=0,821760,list\PBLN_000000000042058\2019년 사업화종합지원사업 참가업체 모집 공고문.hwp,
PBLN_000000000043715,ok,첨부파일,2019년 디자인프로젝트 솔루션 랩 참가 기업 모집 공고문.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000381514&fileSn=2,17408,list\PBLN_000000000043715\2019년 디자인프로젝트 솔루션 랩 참가 기업 모집 공고문.hwp,
PBLN_000000000042270,ok,첨부파일,신청서1_자유형.hwp,hwp,https://www.bizinfo.go.kr/cmm/fms/fileDown.do?atchFileId=FILE_000000000364091&fileSn=1,45056,list\PBLN_000000000042270\신청서1_자유형.hwp,
